created_user_id,action,desc,created,data_date_key,session_id,new_value,old_value,pkg_order,duration,result_status,shop_id,shop_code,package_status_id,shop_order,shop_name,shop_status_name,shop_type_name,shop__created,shop__seniority,shop__categories,address__ward_name,address__district_name,address__province_name
800823,changeCodForPackagesInCart,Cập nhật giỏ lấy hàng cho COD T611031 - NGUYỄN TẤN ĐẠI,2025-06-10 15:37:52,20250610,20250610,6337dc98-9064-432d-a6b5-47b60a6e4d74,,1326561118,12309,SUCCESS,60756ff3-857c-4dcf-a38c-4def0a784c68,S19143176,12,19143176,Thuận Ngô,Đang làm việc,Standard (C2C),2021-04-13 17:18:27,51,[],Phường Dịch Vọng Hậu,Quận Cầu Giấy,Hà Nội
800823,updateDelayPickingByCod,Cập nhật delay lấy hàng bởi COD,2025-06-10 22:00:40,20250610,20250610,3,,1326561118,4952,SUCCESS,60756ff3-857c-4dcf-a38c-4def0a784c68,S19143176,12,19143176,Thuận Ngô,Đang làm việc,Standard (C2C),2021-04-13 17:18:27,51,[],Phường Dịch Vọng Hậu,Quận Cầu Giấy,Hà Nội
800823,PickupBill,Hóa đơn nhập hàng vào kho <b>BLH2148966062.T611031.100625</b>,2025-06-10 22:00:40,20250610,20250610,,,1927610199,0,FAIL,624d1e0e-3388-4a29-9c8a-44d10a6e4d59,S21331535,4,21331535,Shop mỹ phẩm Mai phạm,Đang làm việc,Standard (C2C),2022-04-06 11:58:54,39,"[""fashion_new"",""houseware"",""cosmetics""]",Xã Ba Vinh,Huyện Ba Tơ,Quảng Ngãi
800823,PickupBill,Hóa đơn nhập hàng vào kho <b>BLH2148966062.T611031.100625</b>,2025-06-10 22:00:40,20250610,20250610,,,1326561118,0,FAIL,60756ff3-857c-4dcf-a38c-4def0a784c68,S19143176,12,19143176,Thuận Ngô,Đang làm việc,Standard (C2C),2021-04-13 17:18:27,51,[],Phường Dịch Vọng Hậu,Quận Cầu Giấy,Hà Nội
800823,confirmTmpPickedPackageStatus,từ <b>Đã điều phối lấy hàng/Đang lấy hàng</b> sang <b>Đã lấy hàng/Đã nhập kho</b>,2025-06-10 22:00:40,20250610,20250610,3,12,1927610199,0,SUCCESS,624d1e0e-3388-4a29-9c8a-44d10a6e4d59,S21331535,4,21331535,Shop mỹ phẩm Mai phạm,Đang làm việc,Standard (C2C),2022-04-06 11:58:54,39,"[""fashion_new"",""houseware"",""cosmetics""]",Xã Ba Vinh,Huyện Ba Tơ,Quảng Ngãi
800823,confirmTmpPickedPackageStatus,từ <b>Đã điều phối lấy hàng/Đang lấy hàng</b> sang <b>Delay lấy hàng</b>,2025-06-10 22:00:40,20250610,20250610,8,12,1326561118,0,SUCCESS,60756ff3-857c-4dcf-a38c-4def0a784c68,S19143176,12,19143176,Thuận Ngô,Đang làm việc,Standard (C2C),2021-04-13 17:18:27,51,[],Phường Dịch Vọng Hậu,Quận Cầu Giấy,Hà Nội
800823,updatePickedByCod,Cập nhật đã lấy hàng bởi COD,2025-06-10 22:00:40,20250610,20250610,1,,1927610199,111664,SUCCESS,624d1e0e-3388-4a29-9c8a-44d10a6e4d59,S21331535,4,21331535,Shop mỹ phẩm Mai phạm,Đang làm việc,Standard (C2C),2022-04-06 11:58:54,39,"[""fashion_new"",""houseware"",""cosmetics""]",Xã Ba Vinh,Huyện Ba Tơ,Quảng Ngãi
800823,changePackageStatus,,2025-06-10 23:23:12,20250610,20250610,12,8,1326561118,17,SUCCESS,60756ff3-857c-4dcf-a38c-4def0a784c68,S19143176,12,19143176,Thuận Ngô,Đang làm việc,Standard (C2C),2021-04-13 17:18:27,51,[],Phường Dịch Vọng Hậu,Quận Cầu Giấy,Hà Nội
800823,updateDelayPickingByCod,Cập nhật delay lấy hàng bởi COD,2025-06-10 23:24:29,20250610,20250610,3,,1326561118,57730,SUCCESS,60756ff3-857c-4dcf-a38c-4def0a784c68,S19143176,12,19143176,Thuận Ngô,Đang làm việc,Standard (C2C),2021-04-13 17:18:27,51,[],Phường Dịch Vọng Hậu,Quận Cầu Giấy,Hà Nội
800823,confirmTmpPickedPackageStatus,từ <b>Đã điều phối lấy hàng/Đang lấy hàng</b> sang <b>Delay lấy hàng</b>,2025-06-10 23:24:29,20250610,20250610,8,12,1326561118,0,SUCCESS,60756ff3-857c-4dcf-a38c-4def0a784c68,S19143176,12,19143176,Thuận Ngô,Đang làm việc,Standard (C2C),2021-04-13 17:18:27,51,[],Phường Dịch Vọng Hậu,Quận Cầu Giấy,Hà Nội
800823,PickupBill,Hóa đơn nhập hàng vào kho <b>BLH2148984865.T611031.100625</b>,2025-06-10 23:24:29,20250610,20250610,,,1326561118,0,FAIL,60756ff3-857c-4dcf-a38c-4def0a784c68,S19143176,12,19143176,Thuận Ngô,Đang làm việc,Standard (C2C),2021-04-13 17:18:27,51,[],Phường Dịch Vọng Hậu,Quận Cầu Giấy,Hà Nội
800823,updateDeliverWorkshiftByCod,Thay đổi ca hẹn giao từ sáng ngày 12-06-2025 sang sáng ngày 11-06-2025 - Tất cả khung giờ,2025-06-11 14:51:23,20250611,20250611,1,1,1133515487,644,SUCCESS,66416606-ebfc-4c0c-83d3-43dc0a6e4c3c,S22598337,6,22598337,MB66 - Sport Clothes,Đang làm việc,Pro (B2C),2024-05-13 07:59:50,13,"[""accessories"",""fashion_new""]",Phường Trung Mỹ Tây,Quận 12,TP Hồ Chí Minh
800823,updateDeliverWorkshiftByCod,Thay đổi ca hẹn giao từ sáng ngày 13-06-2025 sang sáng ngày 11-06-2025 - Tất cả khung giờ,2025-06-11 14:51:34,20250611,20250611,1,1,1783269975,633,SUCCESS,624e5867-09b4-4145-b8e2-4e6a0a6e4d74,S21335776,4,21335776,Tuyet Bui,Đang làm việc,Pro (B2C),2022-04-07 10:20:07,39,,Xã Đông La,Huyện Đông Hưng,Thái Bình
800823,updateDeliverWorkshiftByCod,Thay đổi ca hẹn giao từ sáng ngày 12-06-2025 sang sáng ngày 11-06-2025 - Tất cả khung giờ,2025-06-11 14:51:45,20250611,20250611,1,1,1870006668,622,SUCCESS,62d4c9a9-3a40-48ad-9fc0-4ad50a6e4d77,S21695026,4,21695026,*TAMIA - Đồ lót y tế*,Đang làm việc,Pro (B2C),2022-07-18 09:47:05,35,,Thị trấn Đông Anh,Đông Anh,Hà Nội
800823,updateDeliverWorkshiftByCod,Thay đổi ca hẹn giao từ chiều ngày 13-06-2025 sang sáng ngày 11-06-2025 - Tất cả khung giờ,2025-06-11 14:51:57,20250611,20250611,1,2,1276917455,610,SUCCESS,60bd79a5-5bac-4e26-88f9-4e6c0a784c19,S19521432,4,19521432,Đồ Gia Dụng Thông Minh,Đang làm việc,Pro (B2C),2021-06-07 08:43:01,49,,Phường Phan Đình Phùng,Thành phố Thái Nguyên,Thái Nguyên
800823,updateDeliverWorkshiftByCod,Thay đổi ca hẹn giao từ sáng ngày 14-06-2025 sang sáng ngày 11-06-2025 - Tất cả khung giờ,2025-06-11 14:52:09,20250611,20250611,1,1,1633768768,598,SUCCESS,62616130-e72f-46ee-b73c-395bd82fbcfa,S22588564,4,22588564,Tapo Shop - Thời Trang Xuất Khẩu,Đang làm việc,Pro (B2C),2024-05-02 20:58:46,14,,Xã Phú Thành,Huyện Yên Thành,Nghệ An
800823,updateDeliverWorkshiftByCod,Thay đổi ca hẹn giao từ sáng ngày 13-06-2025 sang sáng ngày 11-06-2025 - Tất cả khung giờ,2025-06-11 14:52:47,20250611,20250611,1,1,1956619843,560,SUCCESS,670354cb-248c-40d7-90e3-41000a6e4c3c,S22738344,10,22738344,capiz luxury,Đang làm việc,Pro (B2C),2024-10-07 10:26:03,8,,Phường Lĩnh Nam,Quận Hoàng Mai,Hà Nội
800823,distributorCfmDeliver,Xác nhận giao hàng cho COD: daint41 - NGUYỄN TẤN ĐẠI - 0945433792,2025-06-11 15:02:07,20250611,20250611,,,1268703490,2503,FAIL,63fdbd86-ed28-4651-8a34-44940a6e4cd3,S22060875,5,22060875,Sức khoẻ người việt,Đang làm việc,Pro (B2C),2023-02-28 15:38:30,28,,Xã Mê Linh,Huyện Đông Hưng,Thái Bình
800823,distributorCfmDeliver,Xác nhận giao hàng cho COD: daint41 - NGUYỄN TẤN ĐẠI - 0945433792,2025-06-11 15:02:07,20250611,20250611,,,1926304084,10168,FAIL,62fca385-0d98-4395-8867-405e0a6e4cd2,S21751666,4,21751666,Deman.Store,Đang làm việc,Pro (B2C),2022-08-17 15:15:01,34,"[""stationery_new"",""cosmetics""]",Phường Thanh Xuân Trung,Quận Thanh Xuân,Hà Nội
800823,distributorCfmDeliver,Xác nhận giao hàng cho COD: daint41 - NGUYỄN TẤN ĐẠI - 0945433792,2025-06-11 15:02:07,20250611,20250611,,,1846824213,1498,FAIL,683906c3-0880-4930-b91a-4bd50a6e4cd3,S22935104,5,22935104,Khánh An Shop 1,Đang làm việc,Pro (B2C),2025-05-30 08:15:47,0,,Phường Hoàng Liệt,Quận Hoàng Mai,Hà Nội
800823,distributorCfmDeliver,Xác nhận giao hàng cho COD: daint41 - NGUYỄN TẤN ĐẠI - 0945433792,2025-06-11 15:02:07,20250611,20250611,,,1627536858,3703,FAIL,62cd46eb-40b0-45f7-9434-43330a6e4cd4,S21685401,5,21685401,MIT Store,Đang làm việc,Pro (B2C),2022-07-12 17:03:23,36,,Phường Trần Phú,Quận Hoàng Mai,Hà Nội
800823,distributorCfmDeliver,Xác nhận giao hàng cho COD: daint41 - NGUYỄN TẤN ĐẠI - 0945433792,2025-06-11 15:02:07,20250611,20250611,,,1060383536,9611,FAIL,66165a10-4ab4-493c-bd70-47930a6e4ec8,S22568831,4,22568831,Cao xoa bóp,Đang làm việc,Pro (B2C),2024-04-10 16:21:20,14,,Xã Đông Sơn,Huyện Đông Hưng,Thái Bình
800823,distributorCfmDeliver,Xác nhận giao hàng cho COD: daint41 - NGUYỄN TẤN ĐẠI - 0945433792,2025-06-11 15:02:07,20250611,20250611,,,1783269975,9544,FAIL,624e5867-09b4-4145-b8e2-4e6a0a6e4d74,S21335776,4,21335776,Tuyet Bui,Đang làm việc,Pro (B2C),2022-04-07 10:20:07,39,,Xã Đông La,Huyện Đông Hưng,Thái Bình
800823,distributorCfmDeliver,Xác nhận giao hàng cho COD: daint41 - NGUYỄN TẤN ĐẠI - 0945433792,2025-06-11 15:02:07,20250611,20250611,,,1122579349,7908,FAIL,6e6876fb-f02a-40f8-874c-0f0a09a78764,S22854580,5,22854580,Hana Shop,Đang làm việc,Pro (B2C),2025-02-15 16:12:09,4,,Xã Cộng Hòa,Huyện Nam Sách,Hải Dương
800823,distributorCfmDeliver,Xác nhận giao hàng cho COD: daint41 - NGUYỄN TẤN ĐẠI - 0945433792,2025-06-11 15:02:07,20250611,20250611,,,1553648568,6141,FAIL,5f7ff91f-df64-4aa5-9223-4aca0a6e4c25,S17249809,5,17249809,trịnh quốc linh,Đang làm việc,Pro (B2C),2020-10-09 12:46:07,57,"[""houseware""]",,Quận Cẩm Lệ,Đà Nẵng
800823,distributorCfmDeliver,Xác nhận giao hàng cho COD: daint41 - NGUYỄN TẤN ĐẠI - 0945433792,2025-06-11 15:02:07,20250611,20250611,,,1956619843,3644,FAIL,670354cb-248c-40d7-90e3-41000a6e4c3c,S22738344,10,22738344,capiz luxury,Đang làm việc,Pro (B2C),2024-10-07 10:26:03,8,,Phường Lĩnh Nam,Quận Hoàng Mai,Hà Nội
800823,distributorCfmDeliver,Xác nhận giao hàng cho COD: daint41 - NGUYỄN TẤN ĐẠI - 0945433792,2025-06-11 15:02:07,20250611,20250611,,,1870006668,9749,FAIL,62d4c9a9-3a40-48ad-9fc0-4ad50a6e4d77,S21695026,4,21695026,*TAMIA - Đồ lót y tế*,Đang làm việc,Pro (B2C),2022-07-18 09:47:05,35,,Thị trấn Đông Anh,Đông Anh,Hà Nội
800823,distributorCfmDeliver,Xác nhận giao hàng cho COD: daint41 - NGUYỄN TẤN ĐẠI - 0945433792,2025-06-11 15:02:07,20250611,20250611,,,1133515487,2579,FAIL,66416606-ebfc-4c0c-83d3-43dc0a6e4c3c,S22598337,6,22598337,MB66 - Sport Clothes,Đang làm việc,Pro (B2C),2024-05-13 07:59:50,13,"[""accessories"",""fashion_new""]",Phường Trung Mỹ Tây,Quận 12,TP Hồ Chí Minh
800823,distributorCfmDeliver,Xác nhận giao hàng cho COD: daint41 - NGUYỄN TẤN ĐẠI - 0945433792,2025-06-11 15:02:07,20250611,20250611,,,1276917455,9749,FAIL,60bd79a5-5bac-4e26-88f9-4e6c0a784c19,S19521432,4,19521432,Đồ Gia Dụng Thông Minh,Đang làm việc,Pro (B2C),2021-06-07 08:43:01,49,,Phường Phan Đình Phùng,Thành phố Thái Nguyên,Thái Nguyên
800823,distributorCfmDeliver,Xác nhận giao hàng cho COD: daint41 - NGUYỄN TẤN ĐẠI - 0945433792,2025-06-11 15:02:07,20250611,20250611,,,1633768768,9800,FAIL,62616130-e72f-46ee-b73c-395bd82fbcfa,S22588564,4,22588564,Tapo Shop - Thời Trang Xuất Khẩu,Đang làm việc,Pro (B2C),2024-05-02 20:58:46,14,,Xã Phú Thành,Huyện Yên Thành,Nghệ An
800823,distributorCfmDeliver,Xác nhận giao hàng cho COD: daint41 - NGUYỄN TẤN ĐẠI - 0945433792,2025-06-11 15:02:07,20250611,20250611,,,1119386841,9035,FAIL,e0020a70-d4ba-4f0f-a66d-d2b233a934b1,S22922791,5,22922791,Út ít shop,Đang làm việc,Pro (B2C),2025-05-13 13:54:28,1,,Xã La Phù,Hoài Đức,Hà Nội
800823,distributorCfmDeliver,Xác nhận giao hàng cho COD: daint41 - NGUYỄN TẤN ĐẠI - 0945433792,2025-06-11 15:02:07,20250611,20250611,,,1370541217,1682,FAIL,645ee172-fb08-4377-b616-42f90a6e4c39,S22161388,5,22161388,Tổng kho gia dụng,Đang làm việc,Pro (B2C),2023-05-13 08:01:38,25,"[""houseware"",""home_appliances""]",Phường Trung Hoà,Quận Cầu Giấy,Hà Nội
800823,distributorCfmDeliver,Xác nhận giao hàng cho COD: quynhtt27 - TRẦN TRƯƠNG QUỲNH - 0364501742,2025-06-11 15:02:28,20250611,20250611,,,1931871762,1939,FAIL,5aa771d4-006c-4620-ac29-84a80a0a026e,S437117,5,437117,Hartus',Đang làm việc,Pro (B2C),2018-03-13 13:38:12,88,"[""medicines""]",,Quận Thanh Xuân,Hà Nội
800823,distributorCfmDeliver,Xác nhận giao hàng cho COD: quynhtt27 - TRẦN TRƯƠNG QUỲNH - 0364501742,2025-06-11 15:02:28,20250611,20250611,,,1154150379,2843,FAIL,6516796e-b964-41e1-9d55-418a0a6e4c3b,S22346962,4,22346962,Shop Thời Trang Hoa,Đang làm việc,Pro (B2C),2023-09-29 14:14:54,21,"[""fashion_new""]",Phường Ninh Sơn,Thành phố Hoa Lư,Ninh Bình
800823,distributorCfmDeliver,Xác nhận giao hàng cho COD: quynhtt27 - TRẦN TRƯƠNG QUỲNH - 0364501742,2025-06-11 15:02:28,20250611,20250611,,,1032137562,12304,FAIL,6492ac9a-c0b0-4b11-8f7b-46c20a6e4c39,S22210952,5,22210952,Grilla Books,Đang làm việc,Pro (B2C),2023-06-21 14:54:02,24,,phường Trung Văn,Quận Từ Liêm,Hà Nội
800823,distributorCfmDeliver,Xác nhận giao hàng cho COD: quynhtt27 - TRẦN TRƯƠNG QUỲNH - 0364501742,2025-06-11 15:02:28,20250611,20250611,,,1963945407,13992,FAIL,5b1415d6-7f34-477a-8411-70140a0a0269,S949472,10,949472,Eroca,Đang làm việc,Pro (B2C),2018-06-03 23:22:46,86,"[""fashion""]",,,Hà Nội
800823,distributorCfmDeliver,Xác nhận giao hàng cho COD: quynhtt27 - TRẦN TRƯƠNG QUỲNH - 0364501742,2025-06-11 15:02:28,20250611,20250611,,,1914408548,10746,FAIL,5b7f8b22-1dd4-4dc8-a05e-79230a0a0268,S1714921,5,1714921,huyen thi 16,Đang làm việc,Pro (B2C),2018-08-24 11:35:46,83,"[""fashion_new"",""houseware""]",Xã Đại Đồng,Huyện Tiên Du,Bắc Ninh
800823,distributorCfmDeliver,Xác nhận giao hàng cho COD: quynhtt27 - TRẦN TRƯƠNG QUỲNH - 0364501742,2025-06-11 15:02:28,20250611,20250611,,,1900820930,5705,FAIL,6687a60e-ba44-49eb-a523-475a0a6e4c3c,S22647867,10,22647867,Shop Đồ bộ Bảo An,Đang làm việc,Pro (B2C),2024-07-05 14:51:42,11,,Phường Kiến Hưng,Quận Hà Đông,Hà Nội
